period_date,sector_code,sector_name,employment_thousands
2000-01-01,CES2000000001,Construction,6752.0
2000-02-01,CES2000000001,Construction,6730.0
2000-03-01,CES2000000001,Construction,6811.0
2000-04-01,CES2000000001,Construction,6794.0
2000-05-01,CES2000000001,Construction,6770.0
2000-06-01,CES2000000001,Construction,6778.0
2000-07-01,CES2000000001,Construction,6794.0
2000-08-01,CES2000000001,Construction,6796.0
2000-09-01,CES2000000001,Construction,6807.0
2000-10-01,CES2000000001,Construction,6814.0
2000-11-01,CES2000000001,Construction,6817.0
2000-12-01,CES2000000001,Construction,6792.0
2001-01-01,CES2000000001,Construction,6824.0
2001-02-01,CES2000000001,Construction,6841.0
2001-03-01,CES2000000001,Construction,6862.0
2001-04-01,CES2000000001,Construction,6844.0
2001-05-01,CES2000000001,Construction,6849.0
2001-06-01,CES2000000001,Construction,6840.0
2001-07-01,CES2000000001,Construction,6845.0
2001-08-01,CES2000000001,Construction,6827.0
2001-09-01,CES2000000001,Construction,6813.0
2001-10-01,CES2000000001,Construction,6804.0
2001-11-01,CES2000000001,Construction,6784.0
2001-12-01,CES2000000001,Construction,6785.0
2002-01-01,CES2000000001,Construction,6775.0
2002-02-01,CES2000000001,Construction,6766.0
2002-03-01,CES2000000001,Construction,6755.0
2002-04-01,CES2000000001,Construction,6710.0
2002-05-01,CES2000000001,Construction,6684.0
2002-06-01,CES2000000001,Construction,6701.0
2002-07-01,CES2000000001,Construction,6688.0
2002-08-01,CES2000000001,Construction,6701.0
2002-09-01,CES2000000001,Construction,6702.0
2002-10-01,CES2000000001,Construction,6689.0
2002-11-01,CES2000000001,Construction,6713.0
2002-12-01,CES2000000001,Construction,6700.0
2003-01-01,CES2000000001,Construction,6704.0
2003-02-01,CES2000000001,Construction,6667.0
2003-03-01,CES2000000001,Construction,6654.0
2003-04-01,CES2000000001,Construction,6689.0
2003-05-01,CES2000000001,Construction,6706.0
2003-06-01,CES2000000001,Construction,6723.0
2003-07-01,CES2000000001,Construction,6735.0
2003-08-01,CES2000000001,Construction,6760.0
2003-09-01,CES2000000001,Construction,6783.0
2003-10-01,CES2000000001,Construction,6784.0
2003-11-01,CES2000000001,Construction,6796.0
2003-12-01,CES2000000001,Construction,6827.0
2004-01-01,CES2000000001,Construction,6848.0
2004-02-01,CES2000000001,Construction,6838.0
2004-03-01,CES2000000001,Construction,6887.0
2004-04-01,CES2000000001,Construction,6901.0
2004-05-01,CES2000000001,Construction,6948.0
2004-06-01,CES2000000001,Construction,6962.0
2004-07-01,CES2000000001,Construction,6977.0
2004-08-01,CES2000000001,Construction,7003.0
2004-09-01,CES2000000001,Construction,7029.0
2004-10-01,CES2000000001,Construction,7077.0
2004-11-01,CES2000000001,Construction,7091.0
2004-12-01,CES2000000001,Construction,7117.0
2005-01-01,CES2000000001,Construction,7095.0
2005-02-01,CES2000000001,Construction,7153.0
2005-03-01,CES2000000001,Construction,7181.0
2005-04-01,CES2000000001,Construction,7266.0
2005-05-01,CES2000000001,Construction,7294.0
2005-06-01,CES2000000001,Construction,7333.0
2005-07-01,CES2000000001,Construction,7353.0
2005-08-01,CES2000000001,Construction,7394.0
2005-09-01,CES2000000001,Construction,7415.0
2005-10-01,CES2000000001,Construction,7460.0
2005-11-01,CES2000000001,Construction,7524.0
2005-12-01,CES2000000001,Construction,7533.0
2006-01-01,CES2000000001,Construction,7601.0
2006-02-01,CES2000000001,Construction,7664.0
2006-03-01,CES2000000001,Construction,7689.0
2006-04-01,CES2000000001,Construction,7726.0
2006-05-01,CES2000000001,Construction,7713.0
2006-06-01,CES2000000001,Construction,7699.0
2006-07-01,CES2000000001,Construction,7712.0
2006-08-01,CES2000000001,Construction,7720.0
2006-09-01,CES2000000001,Construction,7718.0
2006-10-01,CES2000000001,Construction,7682.0
2006-11-01,CES2000000001,Construction,7666.0
2006-12-01,CES2000000001,Construction,7685.0
2007-01-01,CES2000000001,Construction,7725.0
2007-02-01,CES2000000001,Construction,7626.0
2007-03-01,CES2000000001,Construction,7706.0
2007-04-01,CES2000000001,Construction,7686.0
2007-05-01,CES2000000001,Construction,7673.0
2007-06-01,CES2000000001,Construction,7687.0
2007-07-01,CES2000000001,Construction,7660.0
2007-08-01,CES2000000001,Construction,7610.0
2007-09-01,CES2000000001,Construction,7577.0
2007-10-01,CES2000000001,Construction,7565.0
2007-11-01,CES2000000001,Construction,7523.0
2007-12-01,CES2000000001,Construction,7490.0
2008-01-01,CES2000000001,Construction,7476.0
2008-02-01,CES2000000001,Construction,7453.0
2008-03-01,CES2000000001,Construction,7406.0
2008-04-01,CES2000000001,Construction,7327.0
2008-05-01,CES2000000001,Construction,7274.0
2008-06-01,CES2000000001,Construction,7213.0
2008-07-01,CES2000000001,Construction,7160.0
2008-08-01,CES2000000001,Construction,7114.0
2008-09-01,CES2000000001,Construction,7044.0
2008-10-01,CES2000000001,Construction,6967.0
2008-11-01,CES2000000001,Construction,6813.0
2008-12-01,CES2000000001,Construction,6701.0
2009-01-01,CES2000000001,Construction,6567.0
2009-02-01,CES2000000001,Construction,6446.0
2009-03-01,CES2000000001,Construction,6291.0
2009-04-01,CES2000000001,Construction,6154.0
2009-05-01,CES2000000001,Construction,6100.0
2009-06-01,CES2000000001,Construction,6010.0
2009-07-01,CES2000000001,Construction,5932.0
2009-08-01,CES2000000001,Construction,5855.0
2009-09-01,CES2000000001,Construction,5787.0
2009-10-01,CES2000000001,Construction,5716.0
2009-11-01,CES2000000001,Construction,5696.0
2009-12-01,CES2000000001,Construction,5654.0
2000-01-01,CES7000000001,Education and Health Services,11713.0
2000-02-01,CES7000000001,Education and Health Services,11719.0
2000-03-01,CES7000000001,Education and Health Services,11788.0
2000-04-01,CES7000000001,Education and Health Services,11834.0
2000-05-01,CES7000000001,Education and Health Services,11827.0
2000-06-01,CES7000000001,Education and Health Services,11869.0
2000-07-01,CES7000000001,Education and Health Services,11900.0
2000-08-01,CES7000000001,Education and Health Services,11927.0
2000-09-01,CES7000000001,Education and Health Services,11940.0
2000-10-01,CES7000000001,Education and Health Services,11876.0
2000-11-01,CES7000000001,Education and Health Services,11946.0
2000-12-01,CES7000000001,Education and Health Services,11976.0
2001-01-01,CES7000000001,Education and Health Services,11977.0
2001-02-01,CES7000000001,Education and Health Services,11997.0
2001-03-01,CES7000000001,Education and Health Services,12000.0
2001-04-01,CES7000000001,Education and Health Services,12040.0
2001-05-01,CES7000000001,Education and Health Services,12068.0
2001-06-01,CES7000000001,Education and Health Services,12076.0
2001-07-01,CES7000000001,Education and Health Services,12110.0
2001-08-01,CES7000000001,Education and Health Services,12093.0
2001-09-01,CES7000000001,Education and Health Services,12061.0
2001-10-01,CES7000000001,Education and Health Services,12015.0
2001-11-01,CES7000000001,Education and Health Services,11985.0
2001-12-01,CES7000000001,Education and Health Services,11967.0
2002-01-01,CES7000000001,Education and Health Services,12006.0
2002-02-01,CES7000000001,Education and Health Services,11962.0
2002-03-01,CES7000000001,Education and Health Services,11965.0
2002-04-01,CES7000000001,Education and Health Services,11928.0
2002-05-01,CES7000000001,Education and Health Services,11936.0
2002-06-01,CES7000000001,Education and Health Services,11905.0
2002-07-01,CES7000000001,Education and Health Services,11912.0
2002-08-01,CES7000000001,Education and Health Services,11936.0
2002-09-01,CES7000000001,Education and Health Services,11991.0
2002-10-01,CES7000000001,Education and Health Services,12070.0
2002-11-01,CES7000000001,Education and Health Services,12109.0
2002-12-01,CES7000000001,Education and Health Services,12112.0
2003-01-01,CES7000000001,Education and Health Services,12173.0
2003-02-01,CES7000000001,Education and Health Services,12130.0
2003-03-01,CES7000000001,Education and Health Services,12109.0
2003-04-01,CES7000000001,Education and Health Services,12085.0
2003-05-01,CES7000000001,Education and Health Services,12092.0
2003-06-01,CES7000000001,Education and Health Services,12121.0
2003-07-01,CES7000000001,Education and Health Services,12143.0
2003-08-01,CES7000000001,Education and Health Services,12177.0
2003-09-01,CES7000000001,Education and Health Services,12208.0
2003-10-01,CES7000000001,Education and Health Services,12259.0
2003-11-01,CES7000000001,Education and Health Services,12284.0
2003-12-01,CES7000000001,Education and Health Services,12320.0
2004-01-01,CES7000000001,Education and Health Services,12346.0
2004-02-01,CES7000000001,Education and Health Services,12372.0
2004-03-01,CES7000000001,Education and Health Services,12425.0
2004-04-01,CES7000000001,Education and Health Services,12435.0
2004-05-01,CES7000000001,Education and Health Services,12481.0
2004-06-01,CES7000000001,Education and Health Services,12495.0
2004-07-01,CES7000000001,Education and Health Services,12495.0
2004-08-01,CES7000000001,Education and Health Services,12485.0
2004-09-01,CES7000000001,Education and Health Services,12550.0
2004-10-01,CES7000000001,Education and Health Services,12582.0
2004-11-01,CES7000000001,Education and Health Services,12606.0
2004-12-01,CES7000000001,Education and Health Services,12630.0
2005-01-01,CES7000000001,Education and Health Services,12665.0
2005-02-01,CES7000000001,Education and Health Services,12690.0
2005-03-01,CES7000000001,Education and Health Services,12718.0
2005-04-01,CES7000000001,Education and Health Services,12802.0
2005-05-01,CES7000000001,Education and Health Services,12797.0
2005-06-01,CES7000000001,Education and Health Services,12837.0
2005-07-01,CES7000000001,Education and Health Services,12867.0
2005-08-01,CES7000000001,Education and Health Services,12891.0
2005-09-01,CES7000000001,Education and Health Services,12862.0
2005-10-01,CES7000000001,Education and Health Services,12840.0
2005-11-01,CES7000000001,Education and Health Services,12884.0
2005-12-01,CES7000000001,Education and Health Services,12905.0
2006-01-01,CES7000000001,Education and Health Services,12945.0
2006-02-01,CES7000000001,Education and Health Services,12980.0
2006-03-01,CES7000000001,Education and Health Services,13034.0
2006-04-01,CES7000000001,Education and Health Services,13074.0
2006-05-01,CES7000000001,Education and Health Services,13052.0
2006-06-01,CES7000000001,Education and Health Services,13061.0
2006-07-01,CES7000000001,Education and Health Services,13130.0
2006-08-01,CES7000000001,Education and Health Services,13152.0
2006-09-01,CES7000000001,Education and Health Services,13150.0
2006-10-01,CES7000000001,Education and Health Services,13187.0
2006-11-01,CES7000000001,Education and Health Services,13251.0
2006-12-01,CES7000000001,Education and Health Services,13292.0
2007-01-01,CES7000000001,Education and Health Services,13338.0
2007-02-01,CES7000000001,Education and Health Services,13361.0
2007-03-01,CES7000000001,Education and Health Services,13363.0
2007-04-01,CES7000000001,Education and Health Services,13375.0
2007-05-01,CES7000000001,Education and Health Services,13404.0
2007-06-01,CES7000000001,Education and Health Services,13413.0
2007-07-01,CES7000000001,Education and Health Services,13417.0
2007-08-01,CES7000000001,Education and Health Services,13419.0
2007-09-01,CES7000000001,Education and Health Services,13461.0
2007-10-01,CES7000000001,Education and Health Services,13499.0
2007-11-01,CES7000000001,Education and Health Services,13535.0
2007-12-01,CES7000000001,Education and Health Services,13550.0
2008-01-01,CES7000000001,Education and Health Services,13542.0
2008-02-01,CES7000000001,Education and Health Services,13543.0
2008-03-01,CES7000000001,Education and Health Services,13531.0
2008-04-01,CES7000000001,Education and Health Services,13511.0
2008-05-01,CES7000000001,Education and Health Services,13498.0
2008-06-01,CES7000000001,Education and Health Services,13482.0
2008-07-01,CES7000000001,Education and Health Services,13463.0
2008-08-01,CES7000000001,Education and Health Services,13431.0
2008-09-01,CES7000000001,Education and Health Services,13379.0
2008-10-01,CES7000000001,Education and Health Services,13352.0
2008-11-01,CES7000000001,Education and Health Services,13300.0
2008-12-01,CES7000000001,Education and Health Services,13256.0
2009-01-01,CES7000000001,Education and Health Services,13222.0
2009-02-01,CES7000000001,Education and Health Services,13193.0
2009-03-01,CES7000000001,Education and Health Services,13127.0
2009-04-01,CES7000000001,Education and Health Services,13056.0
2009-05-01,CES7000000001,Education and Health Services,13106.0
2009-06-01,CES7000000001,Education and Health Services,13076.0
2009-07-01,CES7000000001,Education and Health Services,13078.0
2009-08-01,CES7000000001,Education and Health Services,13046.0
2009-09-01,CES7000000001,Education and Health Services,13054.0
2009-10-01,CES7000000001,Education and Health Services,12995.0
2009-11-01,CES7000000001,Education and Health Services,12986.0
2009-12-01,CES7000000001,Education and Health Services,12944.0
2000-01-01,CES5500000001,Financial Activities,7769.0
2000-02-01,CES5500000001,Financial Activities,7772.0
2000-03-01,CES5500000001,Financial Activities,7767.0
2000-04-01,CES5500000001,Financial Activities,7763.0
2000-05-01,CES5500000001,Financial Activities,7762.0
2000-06-01,CES5500000001,Financial Activities,7763.0
2000-07-01,CES5500000001,Financial Activities,7766.0
2000-08-01,CES5500000001,Financial Activities,7777.0
2000-09-01,CES5500000001,Financial Activities,7798.0
2000-10-01,CES5500000001,Financial Activities,7809.0
2000-11-01,CES5500000001,Financial Activities,7823.0
2000-12-01,CES5500000001,Financial Activities,7838.0
2001-01-01,CES5500000001,Financial Activities,7845.0
2001-02-01,CES5500000001,Financial Activities,7868.0
2001-03-01,CES5500000001,Financial Activities,7885.0
2001-04-01,CES5500000001,Financial Activities,7888.0
2001-05-01,CES5500000001,Financial Activities,7899.0
2001-06-01,CES5500000001,Financial Activities,7904.0
2001-07-01,CES5500000001,Financial Activities,7891.0
2001-08-01,CES5500000001,Financial Activities,7916.0
2001-09-01,CES5500000001,Financial Activities,7916.0
2001-10-01,CES5500000001,Financial Activities,7925.0
2001-11-01,CES5500000001,Financial Activities,7940.0
2001-12-01,CES5500000001,Financial Activities,7934.0
2002-01-01,CES5500000001,Financial Activities,7939.0
2002-02-01,CES5500000001,Financial Activities,7931.0
2002-03-01,CES5500000001,Financial Activities,7929.0
2002-04-01,CES5500000001,Financial Activities,7935.0
2002-05-01,CES5500000001,Financial Activities,7933.0
2002-06-01,CES5500000001,Financial Activities,7938.0
2002-07-01,CES5500000001,Financial Activities,7942.0
2002-08-01,CES5500000001,Financial Activities,7950.0
2002-09-01,CES5500000001,Financial Activities,7965.0
2002-10-01,CES5500000001,Financial Activities,7991.0
2002-11-01,CES5500000001,Financial Activities,8003.0
2002-12-01,CES5500000001,Financial Activities,8017.0
2003-01-01,CES5500000001,Financial Activities,8025.0
2003-02-01,CES5500000001,Financial Activities,8037.0
2003-03-01,CES5500000001,Financial Activities,8051.0
2003-04-01,CES5500000001,Financial Activities,8076.0
2003-05-01,CES5500000001,Financial Activities,8093.0
2003-06-01,CES5500000001,Financial Activities,8089.0
2003-07-01,CES5500000001,Financial Activities,8101.0
2003-08-01,CES5500000001,Financial Activities,8102.0
2003-09-01,CES5500000001,Financial Activities,8100.0
2003-10-01,CES5500000001,Financial Activities,8090.0
2003-11-01,CES5500000001,Financial Activities,8083.0
2003-12-01,CES5500000001,Financial Activities,8076.0
2004-01-01,CES5500000001,Financial Activities,8078.0
2004-02-01,CES5500000001,Financial Activities,8078.0
2004-03-01,CES5500000001,Financial Activities,8085.0
2004-04-01,CES5500000001,Financial Activities,8097.0
2004-05-01,CES5500000001,Financial Activities,8115.0
2004-06-01,CES5500000001,Financial Activities,8116.0
2004-07-01,CES5500000001,Financial Activities,8099.0
2004-08-01,CES5500000001,Financial Activities,8107.0
2004-09-01,CES5500000001,Financial Activities,8120.0
2004-10-01,CES5500000001,Financial Activities,8115.0
2004-11-01,CES5500000001,Financial Activities,8117.0
2004-12-01,CES5500000001,Financial Activities,8133.0
2005-01-01,CES5500000001,Financial Activities,8143.0
2005-02-01,CES5500000001,Financial Activities,8146.0
2005-03-01,CES5500000001,Financial Activities,8139.0
2005-04-01,CES5500000001,Financial Activities,8150.0
2005-05-01,CES5500000001,Financial Activities,8154.0
2005-06-01,CES5500000001,Financial Activities,8172.0
2005-07-01,CES5500000001,Financial Activities,8191.0
2005-08-01,CES5500000001,Financial Activities,8215.0
2005-09-01,CES5500000001,Financial Activities,8224.0
2005-10-01,CES5500000001,Financial Activities,8259.0
2005-11-01,CES5500000001,Financial Activities,8281.0
2005-12-01,CES5500000001,Financial Activities,8284.0
2006-01-01,CES5500000001,Financial Activities,8305.0
2006-02-01,CES5500000001,Financial Activities,8333.0
2006-03-01,CES5500000001,Financial Activities,8350.0
2006-04-01,CES5500000001,Financial Activities,8372.0
2006-05-01,CES5500000001,Financial Activities,8376.0
2006-06-01,CES5500000001,Financial Activities,8364.0
2006-07-01,CES5500000001,Financial Activities,8366.0
2006-08-01,CES5500000001,Financial Activities,8373.0
2006-09-01,CES5500000001,Financial Activities,8389.0
2006-10-01,CES5500000001,Financial Activities,8384.0
2006-11-01,CES5500000001,Financial Activities,8392.0
2006-12-01,CES5500000001,Financial Activities,8391.0
2007-01-01,CES5500000001,Financial Activities,8388.0
2007-02-01,CES5500000001,Financial Activities,8391.0
2007-03-01,CES5500000001,Financial Activities,8381.0
2007-04-01,CES5500000001,Financial Activities,8362.0
2007-05-01,CES5500000001,Financial Activities,8371.0
2007-06-01,CES5500000001,Financial Activities,8368.0
2007-07-01,CES5500000001,Financial Activities,8370.0
2007-08-01,CES5500000001,Financial Activities,8342.0
2007-09-01,CES5500000001,Financial Activities,8319.0
2007-10-01,CES5500000001,Financial Activities,8306.0
2007-11-01,CES5500000001,Financial Activities,8291.0
2007-12-01,CES5500000001,Financial Activities,8280.0
2008-01-01,CES5500000001,Financial Activities,8276.0
2008-02-01,CES5500000001,Financial Activities,8269.0
2008-03-01,CES5500000001,Financial Activities,8268.0
2008-04-01,CES5500000001,Financial Activities,8258.0
2008-05-01,CES5500000001,Financial Activities,8249.0
2008-06-01,CES5500000001,Financial Activities,8236.0
2008-07-01,CES5500000001,Financial Activities,8219.0
2008-08-01,CES5500000001,Financial Activities,8205.0
2008-09-01,CES5500000001,Financial Activities,8173.0
2008-10-01,CES5500000001,Financial Activities,8139.0
2008-11-01,CES5500000001,Financial Activities,8100.0
2008-12-01,CES5500000001,Financial Activities,8067.0
2009-01-01,CES5500000001,Financial Activities,8017.0
2009-02-01,CES5500000001,Financial Activities,7969.0
2009-03-01,CES5500000001,Financial Activities,7927.0
2009-04-01,CES5500000001,Financial Activities,7872.0
2009-05-01,CES5500000001,Financial Activities,7844.0
2009-06-01,CES5500000001,Financial Activities,7819.0
2009-07-01,CES5500000001,Financial Activities,7805.0
2009-08-01,CES5500000001,Financial Activities,7780.0
2009-09-01,CES5500000001,Financial Activities,7770.0
2009-10-01,CES5500000001,Financial Activities,7751.0
2009-11-01,CES5500000001,Financial Activities,7756.0
2009-12-01,CES5500000001,Financial Activities,7744.0
2000-01-01,CES9000000001,Government,20571.0
2000-02-01,CES9000000001,Government,20599.0
2000-03-01,CES9000000001,Government,20733.0
2000-04-01,CES9000000001,Government,20802.0
2000-05-01,CES9000000001,Government,21147.0
2000-06-01,CES9000000001,Government,20887.0
2000-07-01,CES9000000001,Government,20867.0
2000-08-01,CES9000000001,Government,20837.0
2000-09-01,CES9000000001,Government,20735.0
2000-10-01,CES9000000001,Government,20743.0
2000-11-01,CES9000000001,Government,20760.0
2000-12-01,CES9000000001,Government,20804.0
2001-01-01,CES9000000001,Government,20835.0
2001-02-01,CES9000000001,Government,20906.0
2001-03-01,CES9000000001,Government,20945.0
2001-04-01,CES9000000001,Government,20992.0
2001-05-01,CES9000000001,Government,21029.0
2001-06-01,CES9000000001,Government,21137.0
2001-07-01,CES9000000001,Government,21185.0
2001-08-01,CES9000000001,Government,21218.0
2001-09-01,CES9000000001,Government,21242.0
2001-10-01,CES9000000001,Government,21275.0
2001-11-01,CES9000000001,Government,21326.0
2001-12-01,CES9000000001,Government,21355.0
2002-01-01,CES9000000001,Government,21377.0
2002-02-01,CES9000000001,Government,21390.0
2002-03-01,CES9000000001,Government,21431.0
2002-04-01,CES9000000001,Government,21443.0
2002-05-01,CES9000000001,Government,21514.0
2002-06-01,CES9000000001,Government,21549.0
2002-07-01,CES9000000001,Government,21544.0
2002-08-01,CES9000000001,Government,21589.0
2002-09-01,CES9000000001,Government,21546.0
2002-10-01,CES9000000001,Government,21559.0
2002-11-01,CES9000000001,Government,21581.0
2002-12-01,CES9000000001,Government,21588.0
2003-01-01,CES9000000001,Government,21626.0
2003-02-01,CES9000000001,Government,21624.0
2003-03-01,CES9000000001,Government,21610.0
2003-04-01,CES9000000001,Government,21595.0
2003-05-01,CES9000000001,Government,21567.0
2003-06-01,CES9000000001,Government,21606.0
2003-07-01,CES9000000001,Government,21633.0
2003-08-01,CES9000000001,Government,21556.0
2003-09-01,CES9000000001,Government,21504.0
2003-10-01,CES9000000001,Government,21558.0
2003-11-01,CES9000000001,Government,21535.0
2003-12-01,CES9000000001,Government,21546.0
2004-01-01,CES9000000001,Government,21538.0
2004-02-01,CES9000000001,Government,21550.0
2004-03-01,CES9000000001,Government,21588.0
2004-04-01,CES9000000001,Government,21614.0
2004-05-01,CES9000000001,Government,21614.0
2004-06-01,CES9000000001,Government,21601.0
2004-07-01,CES9000000001,Government,21606.0
2004-08-01,CES9000000001,Government,21626.0
2004-09-01,CES9000000001,Government,21635.0
2004-10-01,CES9000000001,Government,21656.0
2004-11-01,CES9000000001,Government,21692.0
2004-12-01,CES9000000001,Government,21693.0
2005-01-01,CES9000000001,Government,21735.0
2005-02-01,CES9000000001,Government,21744.0
2005-03-01,CES9000000001,Government,21740.0
2005-04-01,CES9000000001,Government,21754.0
2005-05-01,CES9000000001,Government,21781.0
2005-06-01,CES9000000001,Government,21763.0
2005-07-01,CES9000000001,Government,21857.0
2005-08-01,CES9000000001,Government,21863.0
2005-09-01,CES9000000001,Government,21845.0
2005-10-01,CES9000000001,Government,21829.0
2005-11-01,CES9000000001,Government,21859.0
2005-12-01,CES9000000001,Government,21879.0
2006-01-01,CES9000000001,Government,21847.0
2006-02-01,CES9000000001,Government,21878.0
2006-03-01,CES9000000001,Government,21903.0
2006-04-01,CES9000000001,Government,21919.0
2006-05-01,CES9000000001,Government,21926.0
2006-06-01,CES9000000001,Government,21922.0
2006-07-01,CES9000000001,Government,21973.0
2006-08-01,CES9000000001,Government,22011.0
2006-09-01,CES9000000001,Government,22082.0
2006-10-01,CES9000000001,Government,22068.0
2006-11-01,CES9000000001,Government,22083.0
2006-12-01,CES9000000001,Government,22088.0
2007-01-01,CES9000000001,Government,22095.0
2007-02-01,CES9000000001,Government,22131.0
2007-03-01,CES9000000001,Government,22149.0
2007-04-01,CES9000000001,Government,22175.0
2007-05-01,CES9000000001,Government,22193.0
2007-06-01,CES9000000001,Government,22207.0
2007-07-01,CES9000000001,Government,22171.0
2007-08-01,CES9000000001,Government,22226.0
2007-09-01,CES9000000001,Government,22279.0
2007-10-01,CES9000000001,Government,22297.0
2007-11-01,CES9000000001,Government,22334.0
2007-12-01,CES9000000001,Government,22376.0
2008-01-01,CES9000000001,Government,22388.0
2008-02-01,CES9000000001,Government,22417.0
2008-03-01,CES9000000001,Government,22443.0
2008-04-01,CES9000000001,Government,22450.0
2008-05-01,CES9000000001,Government,22483.0
2008-06-01,CES9000000001,Government,22517.0
2008-07-01,CES9000000001,Government,22568.0
2008-08-01,CES9000000001,Government,22567.0
2008-09-01,CES9000000001,Government,22537.0
2008-10-01,CES9000000001,Government,22549.0
2008-11-01,CES9000000001,Government,22560.0
2008-12-01,CES9000000001,Government,22556.0
2009-01-01,CES9000000001,Government,22579.0
2009-02-01,CES9000000001,Government,22576.0
2009-03-01,CES9000000001,Government,22560.0
2009-04-01,CES9000000001,Government,22677.0
2009-05-01,CES9000000001,Government,22617.0
2009-06-01,CES9000000001,Government,22576.0
2009-07-01,CES9000000001,Government,22521.0
2009-08-01,CES9000000001,Government,22537.0
2009-09-01,CES9000000001,Government,22451.0
2009-10-01,CES9000000001,Government,22524.0
2009-11-01,CES9000000001,Government,22533.0
2009-12-01,CES9000000001,Government,22482.0
2000-01-01,CES5000000001,Information,3552.0
2000-02-01,CES5000000001,Information,3570.0
2000-03-01,CES5000000001,Information,3591.0
2000-04-01,CES5000000001,Information,3609.0
2000-05-01,CES5000000001,Information,3615.0
2000-06-01,CES5000000001,Information,3642.0
2000-07-01,CES5000000001,Information,3658.0
2000-08-01,CES5000000001,Information,3584.0
2000-09-01,CES5000000001,Information,3676.0
2000-10-01,CES5000000001,Information,3676.0
2000-11-01,CES5000000001,Information,3685.0
2000-12-01,CES5000000001,Information,3707.0
2001-01-01,CES5000000001,Information,3711.0
2001-02-01,CES5000000001,Information,3716.0
2001-03-01,CES5000000001,Information,3718.0
2001-04-01,CES5000000001,Information,3686.0
2001-05-01,CES5000000001,Information,3663.0
2001-06-01,CES5000000001,Information,3642.0
2001-07-01,CES5000000001,Information,3619.0
2001-08-01,CES5000000001,Information,3598.0
2001-09-01,CES5000000001,Information,3581.0
2001-10-01,CES5000000001,Information,3557.0
2001-11-01,CES5000000001,Information,3536.0
2001-12-01,CES5000000001,Information,3521.0
2002-01-01,CES5000000001,Information,3495.0
2002-02-01,CES5000000001,Information,3471.0
2002-03-01,CES5000000001,Information,3454.0
2002-04-01,CES5000000001,Information,3435.0
2002-05-01,CES5000000001,Information,3417.0
2002-06-01,CES5000000001,Information,3401.0
2002-07-01,CES5000000001,Information,3381.0
2002-08-01,CES5000000001,Information,3370.0
2002-09-01,CES5000000001,Information,3344.0
2002-10-01,CES5000000001,Information,3349.0
2002-11-01,CES5000000001,Information,3328.0
2002-12-01,CES5000000001,Information,3288.0
2003-01-01,CES5000000001,Information,3264.0
2003-02-01,CES5000000001,Information,3235.0
2003-03-01,CES5000000001,Information,3221.0
2003-04-01,CES5000000001,Information,3208.0
2003-05-01,CES5000000001,Information,3194.0
2003-06-01,CES5000000001,Information,3182.0
2003-07-01,CES5000000001,Information,3176.0
2003-08-01,CES5000000001,Information,3163.0
2003-09-01,CES5000000001,Information,3162.0
2003-10-01,CES5000000001,Information,3155.0
2003-11-01,CES5000000001,Information,3150.0
2003-12-01,CES5000000001,Information,3150.0
2004-01-01,CES5000000001,Information,3141.0
2004-02-01,CES5000000001,Information,3141.0
2004-03-01,CES5000000001,Information,3134.0
2004-04-01,CES5000000001,Information,3130.0
2004-05-01,CES5000000001,Information,3135.0
2004-06-01,CES5000000001,Information,3136.0
2004-07-01,CES5000000001,Information,3124.0
2004-08-01,CES5000000001,Information,3108.0
2004-09-01,CES5000000001,Information,3096.0
2004-10-01,CES5000000001,Information,3099.0
2004-11-01,CES5000000001,Information,3088.0
2004-12-01,CES5000000001,Information,3077.0
2005-01-01,CES5000000001,Information,3071.0
2005-02-01,CES5000000001,Information,3057.0
2005-03-01,CES5000000001,Information,3062.0
2005-04-01,CES5000000001,Information,3066.0
2005-05-01,CES5000000001,Information,3062.0
2005-06-01,CES5000000001,Information,3057.0
2005-07-01,CES5000000001,Information,3061.0
2005-08-01,CES5000000001,Information,3063.0
2005-09-01,CES5000000001,Information,3070.0
2005-10-01,CES5000000001,Information,3055.0
2005-11-01,CES5000000001,Information,3055.0
2005-12-01,CES5000000001,Information,3052.0
2006-01-01,CES5000000001,Information,3054.0
2006-02-01,CES5000000001,Information,3052.0
2006-03-01,CES5000000001,Information,3055.0
2006-04-01,CES5000000001,Information,3047.0
2006-05-01,CES5000000001,Information,3039.0
2006-06-01,CES5000000001,Information,3036.0
2006-07-01,CES5000000001,Information,3031.0
2006-08-01,CES5000000001,Information,3035.0
2006-09-01,CES5000000001,Information,3028.0
2006-10-01,CES5000000001,Information,3024.0
2006-11-01,CES5000000001,Information,3024.0
2006-12-01,CES5000000001,Information,3034.0
2007-01-01,CES5000000001,Information,3030.0
2007-02-01,CES5000000001,Information,3034.0
2007-03-01,CES5000000001,Information,3030.0
2007-04-01,CES5000000001,Information,3035.0
2007-05-01,CES5000000001,Information,3040.0
2007-06-01,CES5000000001,Information,3038.0
2007-07-01,CES5000000001,Information,3037.0
2007-08-01,CES5000000001,Information,3028.0
2007-09-01,CES5000000001,Information,3031.0
2007-10-01,CES5000000001,Information,3028.0
2007-11-01,CES5000000001,Information,3025.0
2007-12-01,CES5000000001,Information,3026.0
2008-01-01,CES5000000001,Information,3026.0
2008-02-01,CES5000000001,Information,3019.0
2008-03-01,CES5000000001,Information,3021.0
2008-04-01,CES5000000001,Information,3013.0
